"Date","Day","Country","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-23,11,"Poland",749,8,37978548,0.00001972,0.00000021
2020-03-24,12,"Poland",901,10,37978548,0.00002372,0.00000026
2020-03-25,13,"Poland",1051,14,37978548,0.00002767,0.00000037
2020-03-26,14,"Poland",1221,16,37978548,0.00003215,0.00000042
2020-03-27,15,"Poland",1389,16,37978548,0.00003657,0.00000042
2020-03-28,16,"Poland",1638,18,37978548,0.00004313,0.00000047
2020-03-29,17,"Poland",1862,22,37978548,0.00004903,0.00000058
2020-03-30,18,"Poland",2055,31,37978548,0.00005411,0.00000082
2020-03-31,19,"Poland",2311,33,37978548,0.00006085,0.00000087
2020-04-01,20,"Poland",2554,43,37978548,0.00006725,0.00000113
2020-04-02,21,"Poland",2946,57,37978548,0.00007757,0.0000015
2020-04-03,22,"Poland",3383,71,37978548,0.00008908,0.00000187
2020-04-04,23,"Poland",3627,79,37978548,0.0000955,0.00000208
2020-04-05,24,"Poland",4102,94,37978548,0.00010801,0.00000248
2020-03-17,0,"Portugal",448,1,10281762,0.00004357,0.0000001
2020-03-18,1,"Portugal",448,2,10281762,0.00004357,0.00000019
2020-03-19,2,"Portugal",785,3,10281762,0.00007635,0.00000029
2020-03-20,3,"Portugal",1020,6,10281762,0.0000992,0.00000058
2020-03-21,4,"Portugal",1280,12,10281762,0.00012449,0.00000117
2020-03-22,5,"Portugal",1600,14,10281762,0.00015562,0.00000136
2020-03-23,6,"Portugal",2060,23,10281762,0.00020035,0.00000224
2020-03-24,7,"Portugal",2362,33,10281762,0.00022973,0.00000321
2020-03-25,8,"Portugal",2995,43,10281762,0.00029129,0.00000418
2020-03-26,9,"Portugal",3544,60,10281762,0.00034469,0.00000584
2020-03-27,10,"Portugal",4268,76,10281762,0.0004151,0.00000739
2020-03-28,11,"Portugal",5170,100,10281762,0.00050283,0.00000973
2020-03-29,12,"Portugal",5962,119,10281762,0.00057986,0.00001157
2020-03-30,13,"Portugal",6408,140,10281762,0.00062324,0.00001362
2020-03-31,14,"Portugal",7443,160,10281762,0.0007239,0.00001556
2020-04-01,15,"Portugal",8251,187,10281762,0.00080249,0.00001819
2020-04-02,16,"Portugal",9034,209,10281762,0.00087864,0.00002033
2020-04-03,17,"Portugal",9886,246,10281762,0.00096151,0.00002393
2020-04-04,18,"Portugal",10524,266,10281762,0.00102356,0.00002587
2020-04-05,19,"Portugal",11278,295,10281762,0.00109689,0.00002869
2020-03-28,0,"Qatar",590,1,2781677,0.0002121,0.00000036
2020-03-29,1,"Qatar",634,1,2781677,0.00022792,0.00000036
2020-03-30,2,"Qatar",693,1,2781677,0.00024913,0.00000036
2020-03-31,3,"Qatar",781,2,2781677,0.00028077,0.00000072
2020-04-01,4,"Qatar",835,2,2781677,0.00030018,0.00000072
2020-04-02,5,"Qatar",949,3,2781677,0.00034116,0.00000108
2020-04-03,6,"Qatar",1075,3,2781677,0.00038646,0.00000108
2020-04-04,7,"Qatar",1325,3,2781677,0.00047633,0.00000108
2020-04-05,8,"Qatar",1604,4,2781677,0.00057663,0.00000144
2020-03-22,0,"Romania",433,3,19473936,0.00002223,0.00000015
2020-03-23,1,"Romania",576,7,19473936,0.00002958,0.00000036
2020-03-24,2,"Romania",794,11,19473936,0.00004077,0.00000056
2020-03-25,3,"Romania",906,17,19473936,0.00004652,0.00000087
2020-03-26,4,"Romania",1029,23,19473936,0.00005284,0.00000118
2020-03-27,5,"Romania",1292,26,19473936,0.00006635,0.00000134
2020-03-28,6,"Romania",1452,37,19473936,0.00007456,0.0000019
2020-03-29,7,"Romania",1815,43,19473936,0.0000932,0.00000221
2020-03-30,8,"Romania",2109,65,19473936,0.0001083,0.00000334
2020-03-31,9,"Romania",2245,82,19473936,0.00011528,0.00000421
2020-04-01,10,"Romania",2460,92,19473936,0.00012632,0.00000472
2020-04-02,11,"Romania",2738,115,19473936,0.0001406,0.00000591
2020-04-03,12,"Romania",3183,133,19473936,0.00016345,0.00000683
2020-04-04,13,"Romania",3613,146,19473936,0.00018553,0.0000075
2020-04-05,14,"Romania",3864,151,19473936,0.00019842,0.00000775
2020-03-19,0,"Russia",199,1,144478050,0.00000138,0.00000001
2020-03-20,1,"Russia",253,1,144478050,0.00000175,0.00000001
2020-03-21,2,"Russia",306,1,144478050,0.00000212,0.00000001
2020-03-22,3,"Russia",367,1,144478050,0.00000254,0.00000001
2020-03-23,4,"Russia",438,1,144478050,0.00000303,0.00000001
2020-03-24,5,"Russia",495,1,144478050,0.00000343,0.00000001
2020-03-25,6,"Russia",658,3,144478050,0.00000455,0.00000002
2020-03-26,7,"Russia",840,3,144478050,0.00000581,0.00000002
2020-03-27,8,"Russia",1036,4,144478050,0.00000717,0.00000003
2020-03-28,9,"Russia",1264,4,144478050,0.00000875,0.00000003
2020-03-29,10,"Russia",1534,8,144478050,0.00001062,0.00000006
2020-03-30,11,"Russia",1836,9,144478050,0.00001271,0.00000006
2020-03-31,12,"Russia",2337,17,144478050,0.00001618,0.00000012
2020-04-01,13,"Russia",2777,24,144478050,0.00001922,0.00000017
2020-04-02,14,"Russia",3548,30,144478050,0.00002456,0.00000021
2020-04-03,15,"Russia",4149,34,144478050,0.00002872,0.00000024
2020-04-04,16,"Russia",4731,43,144478050,0.00003275,0.0000003
2020-04-05,17,"Russia",5389,45,144478050,0.0000373,0.00000031
2020-03-03,0,"San Marino",10,1,33785,0.00029599,0.0000296
2020-03-04,1,"San Marino",16,1,33785,0.00047358,0.0000296
2020-03-05,2,"San Marino",21,1,33785,0.00062158,0.0000296
2020-03-06,3,"San Marino",21,1,33785,0.00062158,0.0000296
2020-03-07,4,"San Marino",23,1,33785,0.00068078,0.0000296
2020-03-08,5,"San Marino",36,1,33785,0.00106556,0.0000296
2020-03-09,6,"San Marino",36,1,33785,0.00106556,0.0000296
2020-03-10,7,"San Marino",51,2,33785,0.00150955,0.0000592
2020-03-11,8,"San Marino",62,2,33785,0.00183513,0.0000592
2020-03-12,9,"San Marino",69,3,33785,0.00204233,0.0000888
2020-03-13,10,"San Marino",80,5,33785,0.00236791,0.00014799
2020-03-14,11,"San Marino",80,5,33785,0.00236791,0.00014799
2020-03-15,12,"San Marino",101,5,33785,0.00298949,0.00014799
2020-03-16,13,"San Marino",109,7,33785,0.00322628,0.00020719
2020-03-17,14,"San Marino",109,7,33785,0.00322628,0.00020719
2020-03-18,15,"San Marino",119,11,33785,0.00352227,0.00032559
2020-03-19,16,"San Marino",119,11,33785,0.00352227,0.00032559
2020-03-20,17,"San Marino",144,14,33785,0.00426225,0.00041439
2020-03-21,18,"San Marino",144,20,33785,0.00426225,0.00059198
2020-03-22,19,"San Marino",175,20,33785,0.00517981,0.00059198
2020-03-23,20,"San Marino",187,20,33785,0.005535,0.00059198
2020-03-24,21,"San Marino",187,21,33785,0.005535,0.00062158
2020-03-25,22,"San Marino",208,21,33785,0.00615658,0.00062158
2020-03-26,23,"San Marino",208,21,33785,0.00615658,0.00062158
2020-03-27,24,"San Marino",223,21,33785,0.00660056,0.00062158
2020-03-28,25,"San Marino",224,22,33785,0.00663016,0.00065118
2020-03-29,26,"San Marino",224,22,33785,0.00663016,0.00065118
2020-03-30,27,"San Marino",230,25,33785,0.00680775,0.00073997
2020-03-31,28,"San Marino",236,26,33785,0.00698535,0.00076957
2020-04-01,29,"San Marino",236,26,33785,0.00698535,0.00076957
2020-04-02,30,"San Marino",245,30,33785,0.00725174,0.00088797
2020-04-03,31,"San Marino",245,30,33785,0.00725174,0.00088797
2020-04-04,32,"San Marino",259,32,33785,0.00766612,0.00094717
2020-04-05,33,"San Marino",266,32,33785,0.00787332,0.00094717
2020-03-24,0,"Saudi Arabia",767,1,33699947,0.00002276,0.00000003
2020-03-25,1,"Saudi Arabia",900,2,33699947,0.00002671,0.00000006
2020-03-26,2,"Saudi Arabia",1012,3,33699947,0.00003003,0.00000009
2020-03-27,3,"Saudi Arabia",1104,3,33699947,0.00003276,0.00000009
2020-03-28,4,"Saudi Arabia",1203,4,33699947,0.0000357,0.00000012
2020-03-29,5,"Saudi Arabia",1299,8,33699947,0.00003855,0.00000024
2020-03-30,6,"Saudi Arabia",1453,8,33699947,0.00004312,0.00000024
2020-03-31,7,"Saudi Arabia",1563,10,33699947,0.00004638,0.0000003
2020-04-01,8,"Saudi Arabia",1720,16,33699947,0.00005104,0.00000047
2020-04-02,9,"Saudi Arabia",1885,21,33699947,0.00005593,0.00000062
2020-04-03,10,"Saudi Arabia",2039,25,33699947,0.0000605,0.00000074
2020-04-04,11,"Saudi Arabia",2179,29,33699947,0.00006466,0.00000086
2020-04-05,12,"Saudi Arabia",2402,34,33699947,0.00007128,0.00000101
2020-04-01,0,"Senegal",190,1,15854360,0.00001198,0.00000006
2020-04-02,1,"Senegal",195,1,15854360,0.0000123,0.00000006
2020-04-03,2,"Senegal",207,1,15854360,0.00001306,0.00000006
2020-04-04,3,"Senegal",219,2,15854360,0.00001381,0.00000013
2020-04-05,4,"Senegal",222,2,15854360,0.000014,0.00000013
2020-03-20,0,"Serbia",135,1,6982084,0.00001934,0.00000014
2020-03-21,1,"Serbia",171,1,6982084,0.00002449,0.00000014
2020-03-22,2,"Serbia",222,2,6982084,0.0000318,0.00000029
2020-03-23,3,"Serbia",249,3,6982084,0.00003566,0.00000043
2020-03-24,4,"Serbia",303,3,6982084,0.0000434,0.00000043
2020-03-25,5,"Serbia",384,4,6982084,0.000055,0.00000057
2020-03-26,6,"Serbia",384,1,6982084,0.000055,0.00000014
2020-03-27,7,"Serbia",457,1,6982084,0.00006545,0.00000014
2020-03-28,8,"Serbia",659,10,6982084,0.00009438,0.00000143
2020-03-29,9,"Serbia",741,13,6982084,0.00010613,0.00000186
2020-03-30,10,"Serbia",785,16,6982084,0.00011243,0.00000229
2020-03-31,11,"Serbia",900,16,6982084,0.0001289,0.00000229
2020-04-01,12,"Serbia",1060,28,6982084,0.00015182,0.00000401
2020-04-02,13,"Serbia",1171,31,6982084,0.00016771,0.00000444
2020-04-03,14,"Serbia",1476,39,6982084,0.0002114,0.00000559
2020-04-04,15,"Serbia",1624,44,6982084,0.0002326,0.0000063
2020-04-05,16,"Serbia",1908,51,6982084,0.00027327,0.0000073
2020-03-21,0,"Singapore",432,2,5638676,0.00007661,0.00000035
2020-03-22,1,"Singapore",455,2,5638676,0.00008069,0.00000035
2020-03-23,2,"Singapore",509,2,5638676,0.00009027,0.00000035
2020-03-24,3,"Singapore",558,2,5638676,0.00009896,0.00000035
2020-03-25,4,"Singapore",631,2,5638676,0.00011191,0.00000035
2020-03-26,5,"Singapore",683,2,5638676,0.00012113,0.00000035
2020-03-27,6,"Singapore",732,2,5638676,0.00012982,0.00000035
2020-03-28,7,"Singapore",802,2,5638676,0.00014223,0.00000035
2020-03-29,8,"Singapore",844,3,5638676,0.00014968,0.00000053
2020-03-30,9,"Singapore",879,3,5638676,0.00015589,0.00000053
2020-03-31,10,"Singapore",926,3,5638676,0.00016422,0.00000053
2020-04-01,11,"Singapore",1000,3,5638676,0.00017735,0.00000053
2020-04-02,12,"Singapore",1049,4,5638676,0.00018604,0.00000071
2020-04-03,13,"Singapore",1114,5,5638676,0.00019756,0.00000089
2020-04-04,14,"Singapore",1189,6,5638676,0.00021087,0.00000106
2020-04-05,15,"Singapore",1309,6,5638676,0.00023215,0.00000106
2020-03-14,0,"Slovenia",181,1,2067372,0.00008755,0.00000048
2020-03-15,1,"Slovenia",219,1,2067372,0.00010593,0.00000048
2020-03-16,2,"Slovenia",253,1,2067372,0.00012238,0.00000048
2020-03-17,3,"Slovenia",275,1,2067372,0.00013302,0.00000048
2020-03-18,4,"Slovenia",275,1,2067372,0.00013302,0.00000048
2020-03-19,5,"Slovenia",286,1,2067372,0.00013834,0.00000048
2020-03-20,6,"Slovenia",341,1,2067372,0.00016494,0.00000048
2020-03-21,7,"Slovenia",383,1,2067372,0.00018526,0.00000048
2020-03-22,8,"Slovenia",414,2,2067372,0.00020025,0.00000097
2020-03-23,9,"Slovenia",442,3,2067372,0.0002138,0.00000145
2020-03-24,10,"Slovenia",480,4,2067372,0.00023218,0.00000193
2020-03-25,11,"Slovenia",528,5,2067372,0.0002554,0.00000242
2020-03-26,12,"Slovenia",562,6,2067372,0.00027184,0.0000029
2020-03-27,13,"Slovenia",632,9,2067372,0.0003057,0.00000435
2020-03-28,14,"Slovenia",684,9,2067372,0.00033085,0.00000435
2020-03-29,15,"Slovenia",730,11,2067372,0.00035311,0.00000532
2020-03-30,16,"Slovenia",756,11,2067372,0.00036568,0.00000532
2020-03-31,17,"Slovenia",802,15,2067372,0.00038793,0.00000726
2020-04-01,18,"Slovenia",841,15,2067372,0.0004068,0.00000726
2020-04-02,19,"Slovenia",897,17,2067372,0.00043388,0.00000822
2020-04-03,20,"Slovenia",934,20,2067372,0.00045178,0.00000967
2020-04-04,21,"Slovenia",977,22,2067372,0.00047258,0.00001064
2020-04-05,22,"Slovenia",997,28,2067372,0.00048225,0.00001354
2020-03-27,0,"South Africa",1170,1,57779622,0.00002025,0.00000002
2020-03-28,1,"South Africa",1187,1,57779622,0.00002054,0.00000002
2020-03-29,2,"South Africa",1280,2,57779622,0.00002215,0.00000003
2020-03-30,3,"South Africa",1326,3,57779622,0.00002295,0.00000005
2020-03-31,4,"South Africa",1353,5,57779622,0.00002342,0.00000009
2020-04-01,5,"South Africa",1380,5,57779622,0.00002388,0.00000009
2020-04-02,6,"South Africa",1462,5,57779622,0.0000253,0.00000009
2020-04-03,7,"South Africa",1505,9,57779622,0.00002605,0.00000016
2020-04-04,8,"South Africa",1585,9,57779622,0.00002743,0.00000016
2020-04-05,9,"South Africa",1655,11,57779622,0.00002864,0.00000019
2020-03-03,0,"Spain",165,1,46723749,0.00000353,0.00000002
2020-03-04,1,"Spain",222,2,46723749,0.00000475,0.00000004
2020-03-05,2,"Spain",259,3,46723749,0.00000554,0.00000006
2020-03-06,3,"Spain",400,5,46723749,0.00000856,0.00000011
2020-03-07,4,"Spain",500,10,46723749,0.0000107,0.00000021
2020-03-08,5,"Spain",673,17,46723749,0.0000144,0.00000036
2020-03-09,6,"Spain",1073,28,46723749,0.00002296,0.0000006
2020-03-10,7,"Spain",1695,35,46723749,0.00003628,0.00000075
2020-03-11,8,"Spain",2277,54,46723749,0.00004873,0.00000116
2020-03-12,9,"Spain",2277,55,46723749,0.00004873,0.00000118
2020-03-13,10,"Spain",5232,133,46723749,0.00011198,0.00000285
2020-03-14,11,"Spain",6391,195,46723749,0.00013678,0.00000417
2020-03-15,12,"Spain",7798,289,46723749,0.0001669,0.00000619
2020-03-16,13,"Spain",9942,342,46723749,0.00021278,0.00000732
2020-03-17,14,"Spain",11748,533,46723749,0.00025144,0.00001141
2020-03-18,15,"Spain",13910,623,46723749,0.00029771,0.00001333
2020-03-19,16,"Spain",17963,830,46723749,0.00038445,0.00001776
2020-03-20,17,"Spain",20410,1043,46723749,0.00043682,0.00002232
2020-03-21,18,"Spain",25374,1375,46723749,0.00054306,0.00002943
2020-03-22,19,"Spain",28768,1772,46723749,0.0006157,0.00003793
2020-03-23,20,"Spain",35136,2311,46723749,0.00075199,0.00004946
2020-03-24,21,"Spain",39885,2808,46723749,0.00085363,0.0000601
2020-03-25,22,"Spain",49515,3647,46723749,0.00105974,0.00007805
2020-03-26,23,"Spain",57786,4365,46723749,0.00123676,0.00009342
2020-03-27,24,"Spain",65719,5138,46723749,0.00140654,0.00010997
2020-03-28,25,"Spain",73235,5982,46723749,0.0015674,0.00012803
2020-03-29,26,"Spain",80110,6803,46723749,0.00171455,0.0001456
2020-03-30,27,"Spain",87956,7716,46723749,0.00188247,0.00016514
2020-03-31,28,"Spain",95923,8464,46723749,0.00205298,0.00018115
2020-04-01,29,"Spain",104118,9387,46723749,0.00222837,0.0002009
2020-04-02,30,"Spain",112065,10348,46723749,0.00239846,0.00022147
2020-04-03,31,"Spain",119199,11198,46723749,0.00255114,0.00023966
2020-04-04,32,"Spain",126168,11947,46723749,0.0027003,0.00025569
2020-04-05,33,"Spain",131646,12641,46723749,0.00281754,0.00027055
2020-03-28,0,"Sri Lanka",113,1,21670000,0.00000521,0.00000005
2020-03-29,1,"Sri Lanka",117,1,21670000,0.0000054,0.00000005
2020-03-30,2,"Sri Lanka",122,2,21670000,0.00000563,0.00000009
2020-03-31,3,"Sri Lanka",143,2,21670000,0.0000066,0.00000009
2020-04-01,4,"Sri Lanka",146,3,21670000,0.00000674,0.00000014
2020-04-02,5,"Sri Lanka",151,4,21670000,0.00000697,0.00000018
2020-04-03,6,"Sri Lanka",159,4,21670000,0.00000734,0.00000018
2020-04-04,7,"Sri Lanka",166,5,21670000,0.00000766,0.00000023
2020-04-05,8,"Sri Lanka",176,5,21670000,0.00000812,0.00000023
2020-03-13,0,"Sudan",1,1,41801533,0.00000002,0.00000002
2020-03-14,1,"Sudan",1,1,41801533,0.00000002,0.00000002
2020-03-15,2,"Sudan",1,1,41801533,0.00000002,0.00000002
2020-03-16,3,"Sudan",1,1,41801533,0.00000002,0.00000002
2020-03-17,4,"Sudan",1,1,41801533,0.00000002,0.00000002
2020-03-18,5,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-19,6,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-20,7,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-21,8,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-22,9,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-23,10,"Sudan",2,1,41801533,0.00000005,0.00000002
2020-03-24,11,"Sudan",3,1,41801533,0.00000007,0.00000002
2020-03-25,12,"Sudan",3,1,41801533,0.00000007,0.00000002
2020-03-26,13,"Sudan",3,1,41801533,0.00000007,0.00000002
2020-03-27,14,"Sudan",3,1,41801533,0.00000007,0.00000002
2020-03-28,15,"Sudan",5,1,41801533,0.00000012,0.00000002
2020-03-29,16,"Sudan",6,1,41801533,0.00000014,0.00000002
2020-03-30,17,"Sudan",6,2,41801533,0.00000014,0.00000005
2020-03-31,18,"Sudan",7,2,41801533,0.00000017,0.00000005
2020-04-01,19,"Sudan",7,2,41801533,0.00000017,0.00000005
2020-04-02,20,"Sudan",8,2,41801533,0.00000019,0.00000005
2020-04-03,21,"Sudan",10,2,41801533,0.00000024,0.00000005
2020-04-04,22,"Sudan",10,2,41801533,0.00000024,0.00000005
2020-04-05,23,"Sudan",12,2,41801533,0.00000029,0.00000005
2020-04-03,0,"Suriname",10,1,575991,0.00001736,0.00000174
2020-04-04,1,"Suriname",10,1,575991,0.00001736,0.00000174
2020-04-05,2,"Suriname",10,1,575991,0.00001736,0.00000174
2020-03-11,0,"Sweden",500,1,10183175,0.0000491,0.0000001
2020-03-12,1,"Sweden",599,1,10183175,0.00005882,0.0000001
2020-03-13,2,"Sweden",814,1,10183175,0.00007994,0.0000001
2020-03-14,3,"Sweden",961,2,10183175,0.00009437,0.0000002
2020-03-15,4,"Sweden",1022,3,10183175,0.00010036,0.00000029
2020-03-16,5,"Sweden",1103,6,10183175,0.00010832,0.00000059
2020-03-17,6,"Sweden",1190,7,10183175,0.00011686,0.00000069
2020-03-18,7,"Sweden",1279,10,10183175,0.0001256,0.00000098
2020-03-19,8,"Sweden",1439,11,10183175,0.00014131,0.00000108
2020-03-20,9,"Sweden",1639,16,10183175,0.00016095,0.00000157
2020-03-21,10,"Sweden",1763,20,10183175,0.00017313,0.00000196
2020-03-22,11,"Sweden",1934,21,10183175,0.00018992,0.00000206
2020-03-23,12,"Sweden",2046,25,10183175,0.00020092,0.00000246
2020-03-24,13,"Sweden",2286,36,10183175,0.00022449,0.00000354
2020-03-25,14,"Sweden",2526,62,10183175,0.00024806,0.00000609
2020-03-26,15,"Sweden",2840,77,10183175,0.00027889,0.00000756
2020-03-27,16,"Sweden",3069,105,10183175,0.00030138,0.00001031
2020-03-28,17,"Sweden",3447,105,10183175,0.0003385,0.00001031
2020-03-29,18,"Sweden",3700,110,10183175,0.00036334,0.0000108
2020-03-30,19,"Sweden",4028,146,10183175,0.00039555,0.00001434
2020-03-31,20,"Sweden",4435,180,10183175,0.00043552,0.00001768
2020-04-01,21,"Sweden",4947,239,10183175,0.0004858,0.00002347
2020-04-02,22,"Sweden",5568,308,10183175,0.00054678,0.00003025
2020-04-03,23,"Sweden",6131,358,10183175,0.00060207,0.00003516
2020-04-04,24,"Sweden",6443,373,10183175,0.00063271,0.00003663
2020-04-05,25,"Sweden",6830,401,10183175,0.00067071,0.00003938
2020-03-05,0,"Switzerland",114,1,8516543,0.00001339,0.00000012
2020-03-06,1,"Switzerland",214,1,8516543,0.00002513,0.00000012
2020-03-07,2,"Switzerland",268,1,8516543,0.00003147,0.00000012
2020-03-08,3,"Switzerland",337,2,8516543,0.00003957,0.00000023
2020-03-09,4,"Switzerland",374,2,8516543,0.00004391,0.00000023
2020-03-10,5,"Switzerland",491,3,8516543,0.00005765,0.00000035
2020-03-11,6,"Switzerland",652,4,8516543,0.00007656,0.00000047
2020-03-12,7,"Switzerland",652,4,8516543,0.00007656,0.00000047
2020-03-13,8,"Switzerland",1139,11,8516543,0.00013374,0.00000129
2020-03-14,9,"Switzerland",1359,13,8516543,0.00015957,0.00000153
2020-03-15,10,"Switzerland",2200,14,8516543,0.00025832,0.00000164
2020-03-16,11,"Switzerland",2200,14,8516543,0.00025832,0.00000164
2020-03-17,12,"Switzerland",2700,27,8516543,0.00031703,0.00000317
2020-03-18,13,"Switzerland",3028,28,8516543,0.00035554,0.00000329
2020-03-19,14,"Switzerland",4075,41,8516543,0.00047848,0.00000481
2020-03-20,15,"Switzerland",5294,54,8516543,0.00062161,0.00000634
2020-03-21,16,"Switzerland",6575,75,8516543,0.00077203,0.00000881
2020-03-22,17,"Switzerland",7474,98,8516543,0.00087759,0.00001151
2020-03-23,18,"Switzerland",8795,120,8516543,0.0010327,0.00001409
2020-03-24,19,"Switzerland",9877,122,8516543,0.00115974,0.00001433
2020-03-25,20,"Switzerland",10897,153,8516543,0.00127951,0.00001797
2020-03-26,21,"Switzerland",11811,191,8516543,0.00138683,0.00002243
2020-03-27,22,"Switzerland",12928,231,8516543,0.00151799,0.00002712
2020-03-28,23,"Switzerland",14076,264,8516543,0.00165278,0.000031
2020-03-29,24,"Switzerland",14829,300,8516543,0.0017412,0.00003523
2020-03-30,25,"Switzerland",15922,359,8516543,0.00186954,0.00004215
2020-03-31,26,"Switzerland",16605,433,8516543,0.00194973,0.00005084
2020-04-01,27,"Switzerland",17768,488,8516543,0.00208629,0.0000573
2020-04-02,28,"Switzerland",18827,536,8516543,0.00221064,0.00006294
2020-04-03,29,"Switzerland",19606,591,8516543,0.00230211,0.00006939
2020-04-04,30,"Switzerland",20505,666,8516543,0.00240767,0.0000782
2020-04-05,31,"Switzerland",21100,715,8516543,0.00247753,0.00008395
2020-03-29,0,"Syria",9,1,16906283,0.00000053,0.00000006
2020-03-30,1,"Syria",10,2,16906283,0.00000059,0.00000012
2020-03-31,2,"Syria",10,2,16906283,0.00000059,0.00000012
2020-04-01,3,"Syria",10,2,16906283,0.00000059,0.00000012
2020-04-02,4,"Syria",16,2,16906283,0.00000095,0.00000012
2020-04-03,5,"Syria",16,2,16906283,0.00000095,0.00000012
2020-04-04,6,"Syria",16,2,16906283,0.00000095,0.00000012
2020-04-05,7,"Syria",19,2,16906283,0.00000112,0.00000012
2020-03-31,0,"Tanzania",19,1,56318348,0.00000034,0.00000002
2020-04-01,1,"Tanzania",20,1,56318348,0.00000036,0.00000002
2020-04-02,2,"Tanzania",20,1,56318348,0.00000036,0.00000002
2020-04-03,3,"Tanzania",20,1,56318348,0.00000036,0.00000002
2020-04-04,4,"Tanzania",20,1,56318348,0.00000036,0.00000002
2020-04-05,5,"Tanzania",22,1,56318348,0.00000039,0.00000002
2020-03-01,0,"Thailand",42,1,69428524,0.0000006,0.00000001
2020-03-02,1,"Thailand",43,1,69428524,0.00000062,0.00000001
2020-03-03,2,"Thailand",43,1,69428524,0.00000062,0.00000001
2020-03-04,3,"Thailand",43,1,69428524,0.00000062,0.00000001
2020-03-05,4,"Thailand",47,1,69428524,0.00000068,0.00000001
2020-03-06,5,"Thailand",48,1,69428524,0.00000069,0.00000001
2020-03-07,6,"Thailand",50,1,69428524,0.00000072,0.00000001
2020-03-08,7,"Thailand",50,1,69428524,0.00000072,0.00000001
2020-03-09,8,"Thailand",50,1,69428524,0.00000072,0.00000001
2020-03-10,9,"Thailand",53,1,69428524,0.00000076,0.00000001
2020-03-11,10,"Thailand",59,1,69428524,0.00000085,0.00000001
2020-03-12,11,"Thailand",70,1,69428524,0.00000101,0.00000001
2020-03-13,12,"Thailand",75,1,69428524,0.00000108,0.00000001
2020-03-14,13,"Thailand",82,1,69428524,0.00000118,0.00000001
2020-03-15,14,"Thailand",114,1,69428524,0.00000164,0.00000001
2020-03-16,15,"Thailand",147,1,69428524,0.00000212,0.00000001
2020-03-17,16,"Thailand",177,1,69428524,0.00000255,0.00000001
2020-03-18,17,"Thailand",212,1,69428524,0.00000305,0.00000001
2020-03-19,18,"Thailand",272,1,69428524,0.00000392,0.00000001
2020-03-20,19,"Thailand",322,1,69428524,0.00000464,0.00000001
2020-03-21,20,"Thailand",411,1,69428524,0.00000592,0.00000001
2020-03-22,21,"Thailand",599,1,69428524,0.00000863,0.00000001
2020-03-23,22,"Thailand",721,1,69428524,0.00001038,0.00000001
2020-03-24,23,"Thailand",827,4,69428524,0.00001191,0.00000006
2020-03-25,24,"Thailand",934,4,69428524,0.00001345,0.00000006
2020-03-26,25,"Thailand",1045,4,69428524,0.00001505,0.00000006
2020-03-27,26,"Thailand",1136,5,69428524,0.00001636,0.00000007
2020-03-28,27,"Thailand",1245,6,69428524,0.00001793,0.00000009
2020-03-29,28,"Thailand",1388,7,69428524,0.00001999,0.0000001
2020-03-30,29,"Thailand",1524,9,69428524,0.00002195,0.00000013
2020-03-31,30,"Thailand",1651,10,69428524,0.00002378,0.00000014
2020-04-01,31,"Thailand",1771,12,69428524,0.00002551,0.00000017
2020-04-02,32,"Thailand",1875,15,69428524,0.00002701,0.00000022
2020-04-03,33,"Thailand",1978,19,69428524,0.00002849,0.00000027
2020-04-04,34,"Thailand",2067,20,69428524,0.00002977,0.00000029
2020-04-05,35,"Thailand",2169,23,69428524,0.00003124,0.00000033
2020-03-27,0,"Togo",25,1,7889094,0.00000317,0.00000013
2020-03-28,1,"Togo",25,1,7889094,0.00000317,0.00000013
2020-03-29,2,"Togo",25,1,7889094,0.00000317,0.00000013
2020-03-30,3,"Togo",30,1,7889094,0.0000038,0.00000013
2020-03-31,4,"Togo",34,1,7889094,0.00000431,0.00000013
2020-04-01,5,"Togo",36,2,7889094,0.00000456,0.00000025
2020-04-02,6,"Togo",39,2,7889094,0.00000494,0.00000025
2020-04-03,7,"Togo",40,3,7889094,0.00000507,0.00000038
2020-04-04,8,"Togo",41,3,7889094,0.0000052,0.00000038
2020-04-05,9,"Togo",44,3,7889094,0.00000558,0.00000038
2020-03-25,0,"Trinidad and Tobago",60,1,1389858,0.00004317,0.00000072
2020-03-26,1,"Trinidad and Tobago",65,1,1389858,0.00004677,0.00000072
2020-03-27,2,"Trinidad and Tobago",66,2,1389858,0.00004749,0.00000144
2020-03-28,3,"Trinidad and Tobago",74,3,1389858,0.00005324,0.00000216
2020-03-29,4,"Trinidad and Tobago",78,3,1389858,0.00005612,0.00000216
2020-03-30,5,"Trinidad and Tobago",82,3,1389858,0.000059,0.00000216
2020-03-31,6,"Trinidad and Tobago",87,3,1389858,0.0000626,0.00000216
2020-04-01,7,"Trinidad and Tobago",90,5,1389858,0.00006475,0.0000036
2020-04-02,8,"Trinidad and Tobago",94,5,1389858,0.00006763,0.0000036
2020-04-03,9,"Trinidad and Tobago",98,6,1389858,0.00007051,0.00000432
